,Chave,Valor
0,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-47dot55628215211709_-15dot911688964552189_-47dot546021357878104_-15dot899272213631326/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
1,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-47dot38191915546948_-15dot924624704643513_-47dot37803639974777_-15dot9200232966945/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-47dot38191915546948_-15dot924624704643513_-47dot37803639974777_-15dot9200232966945/eopatch_0_col-0_row-0' does not exist
2,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-47dot428721381772114_-15dot91132963843854_-47dot42447929993674_-15dot906907893546348/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-47dot428721381772114_-15dot91132963843854_-47dot42447929993674_-15dot906907893546348/eopatch_0_col-0_row-0' does not exist
3,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-47dot39575321084494_-15dot85940701501642_-47dot38746871023101_-15dot852110661215068/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-47dot39575321084494_-15dot85940701501642_-47dot38746871023101_-15dot852110661215068/eopatch_0_col-0_row-0' does not exist
4,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-47dot421894185612814_-15dot90432277922242_-47dot41666395696491_-15dot898284066818809/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-47dot421894185612814_-15dot90432277922242_-47dot41666395696491_-15dot898284066818809/eopatch_0_col-0_row-0' does not exist
5,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-46dot10217920171282_-4dot6725071188192775_-46dot09937442433204_-4dot669073520739577/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
6,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-46dot10460465297994_-4dot68652083725154_-46dot097847288349044_-4dot681739766245671/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
7,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-46dot851374148668505_-4dot185979560940136_-46dot845892474957736_-4dot182456131332004/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
8,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-47dot74564701400948_-4dot646186480994571_-47dot732152284747684_-4dot640081700911155/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
9,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-45dot79666217358377_-5dot62804508653716_-45dot78849468178406_-5dot621287721906279/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
10,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-45dot997705134169735_-5dot636901848641372_-45dot973450276309165_-5dot5993825816407865/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
11,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-46dot42081163299002_-5dot768451765445064_-46dot40767622984187_-5dot758640128848127/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
12,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-45dot89152145155372_-6dot097055496375975_-45dot88485828008549_-6dot0846387454551305/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
13,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-45dot458356151419935_-5dot994647553986376_-45dot44908399015793_-5dot980703667082516/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-45dot458356151419935_-5dot994647553986376_-45dot44908399015793_-5dot980703667082516/eopatch_0_col-0_row-0' does not exist
14,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-46dot01252733635769_-6dot071992499949034_-46dot00837508605073_-6dot066582608244308/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
15,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-46dot030217508231374_-5dot761891677619364_-45dot99428104713258_-5dot736182246745164/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-46dot030217508231374_-5dot761891677619364_-45dot99428104713258_-5dot736182246745164/eopatch_0_col-0_row-0' does not exist
16,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-44dot478025168024736_-5dot520157420914448_-44dot45289493035671_-5dot496691391998893/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-44dot478025168024736_-5dot520157420914448_-44dot45289493035671_-5dot496691391998893/eopatch_0_col-0_row-0' does not exist
17,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-44dot47891986605891_-5dot506682691652653_-44dot475489885229194_-5dot496529520420974/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-44dot47891986605891_-5dot506682691652653_-44dot475489885229194_-5dot496529520420974/eopatch_0_col-0_row-0' does not exist
18,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-42dot27547128675284_-3dot328440843470109_-42dot25763928026652_-3dot318007333423782/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
19,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-43dot28665751544741_-3dot4910428571452545_-43dot277227127742165_-3dot4794345899801136/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
20,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-43dot26943178477034_-3dot482778356531392_-43dot258304607264506_-3dot4659598607182733/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
21,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-43dot38953653825712_-4dot106568489823936_-43dot3774791134499_-4dot086336395931237/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
22,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-43dot88612522731838_-5dot6478684415753_-43dot87530036941649_-5dot640880649214066/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
23,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-43dot86726060635187_-5dot6522995992084155_-43dot84586070258982_-5dot63880486994661/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-43dot86726060635187_-5dot6522995992084155_-43dot84586070258982_-5dot63880486994661/eopatch_0_col-0_row-0' does not exist
24,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-44dot5349783570379_-6dot738190578454044_-44dot522381943060225_-6dot723251080935686/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
25,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-46dot673507722412836_-8dot659140518213274_-46dot6597434985658_-8dot63949179481045/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-46dot673507722412836_-8dot659140518213274_-46dot6597434985658_-8dot63949179481045/eopatch_0_col-0_row-0' does not exist
26,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-46dot68267053831086_-8dot70098947598348_-46dot66791816765128_-8dot685800482151597/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-07-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-46dot68267053831086_-8dot70098947598348_-46dot66791816765128_-8dot685800482151597/eopatch_0_col-0_row-0' does not exist
27,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-50dot34360197295262_-14dot34341014153634_-50dot338249987846616_-14dot338713762829869/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
28,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-50dot13947323737028_-13dot476427673698149_-50dot11554938659486_-13dot465695398224005/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
29,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-50dot6372340820618_-14dot442584148903137_-50dot618956372914234_-14dot431784365493687/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-50dot6372340820618_-14dot442584148903137_-50dot618956372914234_-14dot431784365493687/eopatch_0_col-0_row-0' does not exist
30,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-50dot58396398571351_-14dot381482784958683_-50dot570379424923296_-14dot371789021845812/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
31,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-50dot57273504466201_-14dot383355428410237_-50dot55492604510083_-14dot373304040497517/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
32,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-50dot41274509256032_-14dot08873775848846_-50dot388351421380946_-14dot082349286961627/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
33,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-50dot67217854661405_-14dot08083690797179_-50dot66622966573885_-14dot067966675425291/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-50dot67217854661405_-14dot08083690797179_-50dot66622966573885_-14dot067966675425291/eopatch_0_col-0_row-0' does not exist
34,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-50dot32623733069963_-15dot342785895119297_-50dot3193816508744_-15dot336747182715701/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
35,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-50dot88957084537096_-15dot120363030771308_-50dot885718275577915_-15dot115671791293874/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-50dot88957084537096_-15dot120363030771308_-50dot885718275577915_-15dot115671791293874/eopatch_0_col-0_row-0' does not exist
36,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot25491567142238_-15dot59251754410453_-51dot24842185438501_-15dot586390328550733/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot25491567142238_-15dot59251754410453_-51dot24842185438501_-15dot586390328550733/eopatch_0_col-0_row-0' does not exist
37,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot26452764496245_-15dot627547131994504_-51dot253171119251704_-15dot616752056775747/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot26452764496245_-15dot627547131994504_-51dot253171119251704_-15dot616752056775747/eopatch_0_col-0_row-0' does not exist
38,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot26973787361035_-15dot621443296253183_-51dot26271101439421_-15dot613967279394972/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot26973787361035_-15dot621443296253183_-51dot26271101439421_-15dot613967279394972/eopatch_0_col-0_row-0' does not exist
39,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot265605623303394_-15dot61695171983258_-51dot25067358958701_-15dot60013322401953/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot265605623303394_-15dot61695171983258_-51dot25067358958701_-15dot60013322401953/eopatch_0_col-0_row-0' does not exist
40,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot60624677904153_-15dot378179517313617_-51dot59534491825299_-15dot367386278154195/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot60624677904153_-15dot378179517313617_-51dot59534491825299_-15dot367386278154195/eopatch_0_col-0_row-0' does not exist
41,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-50dot73479112191719_-15dot428305510167473_-50dot72241157683277_-15dot414990443962488/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-50dot73479112191719_-15dot428305510167473_-50dot72241157683277_-15dot414990443962488/eopatch_0_col-0_row-0' does not exist
42,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot27512776531507_-15dot889269136664291_-51dot26765174845687_-15dot878970288210237/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot27512776531507_-15dot889269136664291_-51dot26765174845687_-15dot878970288210237/eopatch_0_col-0_row-0' does not exist
43,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot252669883212086_-15dot88824293563667_-51dot23396492530239_-15dot872951575806624/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot252669883212086_-15dot88824293563667_-51dot23396492530239_-15dot872951575806624/eopatch_0_col-0_row-0' does not exist
44,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-50dot01955249270122_-15dot993011169001122_-50dot00432796546059_-15dot984342671037455/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
45,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-50dot025032215934345_-15dot995052622918484_-50dot01791552518979_-15dot985437463143155/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
46,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot45479082213897_-15dot343953704988655_-51dot4490216043206_-15dot340070949266932/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot45479082213897_-15dot343953704988655_-51dot4490216043206_-15dot340070949266932/eopatch_0_col-0_row-0' does not exist
47,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot47005368826778_-15dot347097808483069_-51dot453962338383256_-15dot337163771191056/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot47005368826778_-15dot347097808483069_-51dot453962338383256_-15dot337163771191056/eopatch_0_col-0_row-0' does not exist
48,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot46853504598601_-15dot344941851801188_-51dot46096919759939_-15dot338004824113465/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot46853504598601_-15dot344941851801188_-51dot46096919759939_-15dot338004824113465/eopatch_0_col-0_row-0' does not exist
49,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot46179768135511_-15dot348343569700623_-51dot45297419157073_-15dot339352297039637/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot46179768135511_-15dot348343569700623_-51dot45297419157073_-15dot339352297039637/eopatch_0_col-0_row-0' does not exist
50,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-49dot84240471867286_-15dot94113708351363_-49dot83788749731014_-15dot935474319581342/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
51,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-52dot15574623833744_-16dot220260264647244_-52dot1456501222553_-16dot209207569273868/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-52dot15574623833744_-16dot220260264647244_-52dot1456501222553_-16dot209207569273868/eopatch_0_col-0_row-0' does not exist
52,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot69329353007271_-15dot647727540993177_-51dot67249985418488_-15dot630496280622769/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot69329353007271_-15dot647727540993177_-51dot67249985418488_-15dot630496280622769/eopatch_0_col-0_row-0' does not exist
53,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot68107644220867_-15dot632492574247854_-51dot67366651275957_-15dot623542699136229/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot68107644220867_-15dot632492574247854_-51dot67366651275957_-15dot623542699136229/eopatch_0_col-0_row-0' does not exist
54,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot65762088479595_-16dot289333261420822_-51dot63450876756023_-16dot26659333330781/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot65762088479595_-16dot289333261420822_-51dot63450876756023_-16dot26659333330781/eopatch_0_col-0_row-0' does not exist
55,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot87520237510691_-16dot29715605296788_-51dot86575006462365_-16dot286715595672078/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
56,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot229223854296556_-16dot236770424815237_-51dot220222779757414_-16dot228739420626866/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot229223854296556_-16dot236770424815237_-51dot220222779757414_-16dot228739420626866/eopatch_0_col-0_row-0' does not exist
57,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot6360708464743_-16dot58461086589871_-51dot629986891082126_-16dot581042834459204/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot6360708464743_-16dot58461086589871_-51dot629986891082126_-16dot581042834459204/eopatch_0_col-0_row-0' does not exist
58,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot822471267929096_-16dot34054468119085_-51dot8091022117976_-16dot33199068599171/eopatch_0_col-0_row-0,index 0 is out of bounds for axis 0 with size 0
59,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-52dot283127345625594_-16dot215528983076073_-52dot27509051291678_-16dot20901132359575/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-52dot283127345625594_-16dot215528983076073_-52dot27509051291678_-16dot20901132359575/eopatch_0_col-0_row-0' does not exist
60,/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot126636248850126_-16dot290842773475177_-51dot12410096605457_-16dot287883405541436/eopatch_0_col-0_row-0,root path '/agrilearn_app/datasets/soja_2022_2023/eopatch/input_model-v2/start_2022-10-01_end_2023-05-01_monitoring_class_SOYBEAN_epsg4326_minxymaxxy_-51dot126636248850126_-16dot290842773475177_-51dot12410096605457_-16dot287883405541436/eopatch_0_col-0_row-0' does not exist
